date,state,is_national_holiday,is_state_holiday,holiday_name
2024-04-09,Andhra Pradesh,0,1,Ugadi
2024-04-11,Andhra Pradesh,1,0,Eid al-Fitr
2024-04-14,Andhra Pradesh,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Andhra Pradesh,1,0,Ram Navami
2024-04-21,Andhra Pradesh,1,0,Mahavira's Birthday
2024-05-23,Andhra Pradesh,1,0,Buddha Purnima
2024-06-17,Andhra Pradesh,1,0,Eid al-Adha
2024-07-17,Andhra Pradesh,1,0,Ashura
2024-08-15,Andhra Pradesh,1,0,Independence Day
2024-08-26,Andhra Pradesh,1,0,Janmashtami (Vaishnava)
2024-09-16,Andhra Pradesh,1,0,Prophet's Birthday
2024-10-02,Andhra Pradesh,1,0,Mahatma Gandhi's Birthday
2024-10-12,Andhra Pradesh,1,0,Dussehra
2024-10-31,Andhra Pradesh,1,0,Diwali (Deepavali)
2024-11-01,Andhra Pradesh,0,1,Andhra Pradesh Foundation Day
2024-11-15,Andhra Pradesh,1,0,Guru Nanak's Birthday
2024-12-25,Andhra Pradesh,1,0,Christmas
2025-01-26,Andhra Pradesh,1,0,Republic Day
2025-02-26,Andhra Pradesh,1,0,Maha Shivaratri
2025-03-14,Andhra Pradesh,1,0,Holi
2025-03-30,Andhra Pradesh,0,1,Ugadi
2025-03-31,Andhra Pradesh,1,0,Eid al-Fitr
2025-04-10,Andhra Pradesh,1,0,Mahavira's Birthday
2025-04-14,Andhra Pradesh,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Andhra Pradesh,1,0,Good Friday
2025-05-12,Andhra Pradesh,1,0,Buddha Purnima
2025-06-07,Andhra Pradesh,1,0,Eid al-Adha
2025-07-06,Andhra Pradesh,1,0,Ashura
2025-08-15,Andhra Pradesh,1,0,Independence Day
2025-08-16,Andhra Pradesh,1,0,Janmashtami (Vaishnava)
2025-09-05,Andhra Pradesh,1,0,Prophet's Birthday
2025-10-02,Andhra Pradesh,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Andhra Pradesh,1,0,Diwali (Deepavali)
2025-11-01,Andhra Pradesh,0,1,Andhra Pradesh Foundation Day
2025-11-05,Andhra Pradesh,1,0,Guru Nanak's Birthday
2025-12-25,Andhra Pradesh,1,0,Christmas
2026-01-26,Andhra Pradesh,1,0,Republic Day
2026-03-04,Andhra Pradesh,1,0,Holi
2026-03-19,Andhra Pradesh,0,1,Ugadi
2026-03-21,Andhra Pradesh,1,0,Eid al-Fitr
2026-03-26,Andhra Pradesh,1,0,Ram Navami
2026-03-31,Andhra Pradesh,1,0,Mahavira's Birthday
2026-04-03,Andhra Pradesh,1,0,Good Friday
2024-04-11,Arunachal Pradesh,1,0,Eid al-Fitr
2024-04-14,Arunachal Pradesh,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Arunachal Pradesh,1,0,Ram Navami
2024-04-21,Arunachal Pradesh,1,0,Mahavira's Birthday
2024-05-23,Arunachal Pradesh,1,0,Buddha Purnima
2024-06-17,Arunachal Pradesh,1,0,Eid al-Adha
2024-07-17,Arunachal Pradesh,1,0,Ashura
2024-08-15,Arunachal Pradesh,1,0,Independence Day
2024-08-26,Arunachal Pradesh,1,0,Janmashtami (Vaishnava)
2024-09-16,Arunachal Pradesh,1,0,Prophet's Birthday
2024-10-02,Arunachal Pradesh,1,0,Mahatma Gandhi's Birthday
2024-10-12,Arunachal Pradesh,1,0,Dussehra
2024-10-31,Arunachal Pradesh,1,0,Diwali (Deepavali)
2024-11-15,Arunachal Pradesh,1,0,Guru Nanak's Birthday
2024-12-25,Arunachal Pradesh,1,0,Christmas
2025-01-26,Arunachal Pradesh,1,0,Republic Day
2025-02-26,Arunachal Pradesh,1,0,Maha Shivaratri
2025-03-14,Arunachal Pradesh,1,0,Holi
2025-03-31,Arunachal Pradesh,1,0,Eid al-Fitr
2025-04-10,Arunachal Pradesh,1,0,Mahavira's Birthday
2025-04-14,Arunachal Pradesh,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Arunachal Pradesh,1,0,Good Friday
2025-05-12,Arunachal Pradesh,1,0,Buddha Purnima
2025-06-07,Arunachal Pradesh,1,0,Eid al-Adha
2025-07-06,Arunachal Pradesh,1,0,Ashura
2025-08-15,Arunachal Pradesh,1,0,Independence Day
2025-08-16,Arunachal Pradesh,1,0,Janmashtami (Vaishnava)
2025-09-05,Arunachal Pradesh,1,0,Prophet's Birthday
2025-10-02,Arunachal Pradesh,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Arunachal Pradesh,1,0,Diwali (Deepavali)
2025-11-05,Arunachal Pradesh,1,0,Guru Nanak's Birthday
2025-12-25,Arunachal Pradesh,1,0,Christmas
2026-01-26,Arunachal Pradesh,1,0,Republic Day
2026-03-04,Arunachal Pradesh,1,0,Holi
2026-03-21,Arunachal Pradesh,1,0,Eid al-Fitr
2026-03-26,Arunachal Pradesh,1,0,Ram Navami
2026-03-31,Arunachal Pradesh,1,0,Mahavira's Birthday
2026-04-03,Arunachal Pradesh,1,0,Good Friday
2024-04-11,Assam,1,0,Eid al-Fitr
2024-04-14,Assam,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Assam,1,0,Ram Navami
2024-04-21,Assam,1,0,Mahavira's Birthday
2024-05-23,Assam,1,0,Buddha Purnima
2024-06-17,Assam,1,0,Eid al-Adha
2024-07-17,Assam,1,0,Ashura
2024-08-15,Assam,1,0,Independence Day
2024-08-26,Assam,1,0,Janmashtami (Vaishnava)
2024-09-16,Assam,1,0,Prophet's Birthday
2024-10-02,Assam,1,0,Mahatma Gandhi's Birthday
2024-10-12,Assam,1,0,Dussehra
2024-10-31,Assam,1,0,Diwali (Deepavali)
2024-11-15,Assam,1,0,Guru Nanak's Birthday
2024-12-02,Assam,0,1,Assam Day
2024-12-25,Assam,1,0,Christmas
2025-01-14,Assam,0,1,Magh Bihu
2025-01-26,Assam,1,0,Republic Day
2025-02-26,Assam,1,0,Maha Shivaratri
2025-03-14,Assam,1,0,Holi
2025-03-31,Assam,1,0,Eid al-Fitr
2025-04-10,Assam,1,0,Mahavira's Birthday
2025-04-14,Assam,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Assam,1,0,Good Friday
2025-05-12,Assam,1,0,Buddha Purnima
2025-06-07,Assam,1,0,Eid al-Adha
2025-07-06,Assam,1,0,Ashura
2025-08-15,Assam,1,0,Independence Day
2025-08-16,Assam,1,0,Janmashtami (Vaishnava)
2025-09-05,Assam,1,0,Prophet's Birthday
2025-10-02,Assam,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Assam,1,0,Diwali (Deepavali)
2025-11-05,Assam,1,0,Guru Nanak's Birthday
2025-12-02,Assam,0,1,Assam Day
2025-12-25,Assam,1,0,Christmas
2026-01-14,Assam,0,1,Magh Bihu
2026-01-26,Assam,1,0,Republic Day
2026-03-04,Assam,1,0,Holi
2026-03-21,Assam,1,0,Eid al-Fitr
2026-03-26,Assam,1,0,Ram Navami
2026-03-31,Assam,1,0,Mahavira's Birthday
2026-04-03,Assam,1,0,Good Friday
2024-04-11,Bihar,1,0,Eid al-Fitr
2024-04-14,Bihar,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Bihar,1,0,Ram Navami
2024-04-21,Bihar,1,0,Mahavira's Birthday
2024-05-23,Bihar,1,0,Buddha Purnima
2024-06-17,Bihar,1,0,Eid al-Adha
2024-07-17,Bihar,1,0,Ashura
2024-08-15,Bihar,1,0,Independence Day
2024-08-26,Bihar,1,0,Janmashtami (Vaishnava)
2024-09-16,Bihar,1,0,Prophet's Birthday
2024-10-02,Bihar,1,0,Mahatma Gandhi's Birthday
2024-10-12,Bihar,1,0,Dussehra
2024-10-31,Bihar,1,0,Diwali (Deepavali)
2024-11-07,Bihar,0,1,Chhath Puja
2024-11-15,Bihar,1,0,Guru Nanak's Birthday
2024-12-25,Bihar,1,0,Christmas
2025-01-26,Bihar,1,0,Republic Day
2025-02-26,Bihar,1,0,Maha Shivaratri
2025-03-14,Bihar,1,0,Holi
2025-03-22,Bihar,0,1,Bihar Day
2025-03-31,Bihar,1,0,Eid al-Fitr
2025-04-10,Bihar,1,0,Mahavira's Birthday
2025-04-14,Bihar,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Bihar,1,0,Good Friday
2025-05-12,Bihar,1,0,Buddha Purnima
2025-06-07,Bihar,1,0,Eid al-Adha
2025-07-06,Bihar,1,0,Ashura
2025-08-15,Bihar,1,0,Independence Day
2025-08-16,Bihar,1,0,Janmashtami (Vaishnava)
2025-09-05,Bihar,1,0,Prophet's Birthday
2025-10-02,Bihar,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Bihar,1,0,Diwali (Deepavali)
2025-10-28,Bihar,0,1,Chhath Puja
2025-11-05,Bihar,1,0,Guru Nanak's Birthday
2025-12-25,Bihar,1,0,Christmas
2026-01-26,Bihar,1,0,Republic Day
2026-03-04,Bihar,1,0,Holi
2026-03-21,Bihar,1,0,Eid al-Fitr
2026-03-22,Bihar,0,1,Bihar Day
2026-03-26,Bihar,1,0,Ram Navami
2026-03-31,Bihar,1,0,Mahavira's Birthday
2026-04-03,Bihar,1,0,Good Friday
2024-04-11,Chandigarh,1,0,Eid al-Fitr
2024-04-14,Chandigarh,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Chandigarh,1,0,Ram Navami
2024-04-21,Chandigarh,1,0,Mahavira's Birthday
2024-05-23,Chandigarh,1,0,Buddha Purnima
2024-06-17,Chandigarh,1,0,Eid al-Adha
2024-07-17,Chandigarh,1,0,Ashura
2024-08-15,Chandigarh,1,0,Independence Day
2024-08-26,Chandigarh,1,0,Janmashtami (Vaishnava)
2024-09-16,Chandigarh,1,0,Prophet's Birthday
2024-10-02,Chandigarh,1,0,Mahatma Gandhi's Birthday
2024-10-12,Chandigarh,1,0,Dussehra
2024-10-31,Chandigarh,1,0,Diwali (Deepavali)
2024-11-15,Chandigarh,1,0,Guru Nanak's Birthday
2024-12-25,Chandigarh,1,0,Christmas
2025-01-26,Chandigarh,1,0,Republic Day
2025-02-26,Chandigarh,1,0,Maha Shivaratri
2025-03-14,Chandigarh,1,0,Holi
2025-03-31,Chandigarh,1,0,Eid al-Fitr
2025-04-10,Chandigarh,1,0,Mahavira's Birthday
2025-04-14,Chandigarh,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Chandigarh,1,0,Good Friday
2025-05-12,Chandigarh,1,0,Buddha Purnima
2025-06-07,Chandigarh,1,0,Eid al-Adha
2025-07-06,Chandigarh,1,0,Ashura
2025-08-15,Chandigarh,1,0,Independence Day
2025-08-16,Chandigarh,1,0,Janmashtami (Vaishnava)
2025-09-05,Chandigarh,1,0,Prophet's Birthday
2025-10-02,Chandigarh,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Chandigarh,1,0,Diwali (Deepavali)
2025-11-05,Chandigarh,1,0,Guru Nanak's Birthday
2025-12-25,Chandigarh,1,0,Christmas
2026-01-26,Chandigarh,1,0,Republic Day
2026-03-04,Chandigarh,1,0,Holi
2026-03-21,Chandigarh,1,0,Eid al-Fitr
2026-03-26,Chandigarh,1,0,Ram Navami
2026-03-31,Chandigarh,1,0,Mahavira's Birthday
2026-04-03,Chandigarh,1,0,Good Friday
2024-04-11,Chhattisgarh,1,0,Eid al-Fitr
2024-04-14,Chhattisgarh,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Chhattisgarh,1,0,Ram Navami
2024-04-21,Chhattisgarh,1,0,Mahavira's Birthday
2024-05-23,Chhattisgarh,1,0,Buddha Purnima
2024-06-17,Chhattisgarh,1,0,Eid al-Adha
2024-07-17,Chhattisgarh,1,0,Ashura
2024-08-15,Chhattisgarh,1,0,Independence Day
2024-08-26,Chhattisgarh,1,0,Janmashtami (Vaishnava)
2024-09-16,Chhattisgarh,1,0,Prophet's Birthday
2024-10-02,Chhattisgarh,1,0,Mahatma Gandhi's Birthday
2024-10-12,Chhattisgarh,1,0,Dussehra
2024-10-31,Chhattisgarh,1,0,Diwali (Deepavali)
2024-11-01,Chhattisgarh,0,1,Chhattisgarh Foundation Day
2024-11-15,Chhattisgarh,1,0,Guru Nanak's Birthday
2024-12-25,Chhattisgarh,1,0,Christmas
2025-01-26,Chhattisgarh,1,0,Republic Day
2025-02-26,Chhattisgarh,1,0,Maha Shivaratri
2025-03-14,Chhattisgarh,1,0,Holi
2025-03-31,Chhattisgarh,1,0,Eid al-Fitr
2025-04-10,Chhattisgarh,1,0,Mahavira's Birthday
2025-04-14,Chhattisgarh,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Chhattisgarh,1,0,Good Friday
2025-05-12,Chhattisgarh,1,0,Buddha Purnima
2025-06-07,Chhattisgarh,1,0,Eid al-Adha
2025-07-06,Chhattisgarh,1,0,Ashura
2025-08-15,Chhattisgarh,1,0,Independence Day
2025-08-16,Chhattisgarh,1,0,Janmashtami (Vaishnava)
2025-09-05,Chhattisgarh,1,0,Prophet's Birthday
2025-10-02,Chhattisgarh,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Chhattisgarh,1,0,Diwali (Deepavali)
2025-11-01,Chhattisgarh,0,1,Chhattisgarh Foundation Day
2025-11-05,Chhattisgarh,1,0,Guru Nanak's Birthday
2025-12-25,Chhattisgarh,1,0,Christmas
2026-01-26,Chhattisgarh,1,0,Republic Day
2026-03-04,Chhattisgarh,1,0,Holi
2026-03-21,Chhattisgarh,1,0,Eid al-Fitr
2026-03-26,Chhattisgarh,1,0,Ram Navami
2026-03-31,Chhattisgarh,1,0,Mahavira's Birthday
2026-04-03,Chhattisgarh,1,0,Good Friday
2024-04-11,Delhi,1,0,Eid al-Fitr
2024-04-14,Delhi,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Delhi,1,0,Ram Navami
2024-04-21,Delhi,1,0,Mahavira's Birthday
2024-05-23,Delhi,1,0,Buddha Purnima
2024-06-17,Delhi,1,0,Eid al-Adha
2024-07-17,Delhi,1,0,Ashura
2024-08-15,Delhi,1,0,Independence Day
2024-08-26,Delhi,1,0,Janmashtami (Vaishnava)
2024-09-16,Delhi,1,0,Prophet's Birthday
2024-10-02,Delhi,1,0,Mahatma Gandhi's Birthday
2024-10-12,Delhi,1,0,Dussehra
2024-10-31,Delhi,1,0,Diwali (Deepavali)
2024-11-07,Delhi,0,1,Chhath Puja
2024-11-15,Delhi,1,0,Guru Nanak's Birthday
2024-12-25,Delhi,1,0,Christmas
2025-01-26,Delhi,1,0,Republic Day
2025-02-26,Delhi,1,0,Maha Shivaratri
2025-03-14,Delhi,1,0,Holi
2025-03-31,Delhi,1,0,Eid al-Fitr
2025-04-10,Delhi,1,0,Mahavira's Birthday
2025-04-14,Delhi,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Delhi,1,0,Good Friday
2025-05-12,Delhi,1,0,Buddha Purnima
2025-06-07,Delhi,1,0,Eid al-Adha
2025-07-06,Delhi,1,0,Ashura
2025-08-15,Delhi,1,0,Independence Day
2025-08-16,Delhi,1,0,Janmashtami (Vaishnava)
2025-09-05,Delhi,1,0,Prophet's Birthday
2025-10-02,Delhi,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Delhi,1,0,Diwali (Deepavali)
2025-10-28,Delhi,0,1,Chhath Puja
2025-11-05,Delhi,1,0,Guru Nanak's Birthday
2025-12-25,Delhi,1,0,Christmas
2026-01-26,Delhi,1,0,Republic Day
2026-03-04,Delhi,1,0,Holi
2026-03-21,Delhi,1,0,Eid al-Fitr
2026-03-26,Delhi,1,0,Ram Navami
2026-03-31,Delhi,1,0,Mahavira's Birthday
2026-04-03,Delhi,1,0,Good Friday
2024-04-11,Goa,1,0,Eid al-Fitr
2024-04-14,Goa,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Goa,1,0,Ram Navami
2024-04-21,Goa,1,0,Mahavira's Birthday
2024-05-23,Goa,1,0,Buddha Purnima
2024-06-17,Goa,1,0,Eid al-Adha
2024-07-17,Goa,1,0,Ashura
2024-08-15,Goa,1,0,Independence Day
2024-08-26,Goa,1,0,Janmashtami (Vaishnava)
2024-09-16,Goa,1,0,Prophet's Birthday
2024-10-02,Goa,1,0,Mahatma Gandhi's Birthday
2024-10-12,Goa,1,0,Dussehra
2024-10-31,Goa,1,0,Diwali (Deepavali)
2024-11-15,Goa,1,0,Guru Nanak's Birthday
2024-12-19,Goa,0,1,Goa Liberation Day
2024-12-25,Goa,1,0,Christmas
2025-01-26,Goa,1,0,Republic Day
2025-02-26,Goa,1,0,Maha Shivaratri
2025-03-14,Goa,1,0,Holi
2025-03-31,Goa,1,0,Eid al-Fitr
2025-04-10,Goa,1,0,Mahavira's Birthday
2025-04-14,Goa,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Goa,1,0,Good Friday
2025-05-12,Goa,1,0,Buddha Purnima
2025-06-07,Goa,1,0,Eid al-Adha
2025-07-06,Goa,1,0,Ashura
2025-08-15,Goa,1,0,Independence Day
2025-08-16,Goa,1,0,Janmashtami (Vaishnava)
2025-09-05,Goa,1,0,Prophet's Birthday
2025-10-02,Goa,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Goa,1,0,Diwali (Deepavali)
2025-11-05,Goa,1,0,Guru Nanak's Birthday
2025-12-19,Goa,0,1,Goa Liberation Day
2025-12-25,Goa,1,0,Christmas
2026-01-26,Goa,1,0,Republic Day
2026-03-04,Goa,1,0,Holi
2026-03-21,Goa,1,0,Eid al-Fitr
2026-03-26,Goa,1,0,Ram Navami
2026-03-31,Goa,1,0,Mahavira's Birthday
2026-04-03,Goa,1,0,Good Friday
2024-04-11,Gujarat,1,0,Eid al-Fitr
2024-04-14,Gujarat,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Gujarat,1,0,Ram Navami
2024-04-21,Gujarat,1,0,Mahavira's Birthday
2024-05-01,Gujarat,0,1,Gujarat Day
2024-05-23,Gujarat,1,0,Buddha Purnima
2024-06-17,Gujarat,1,0,Eid al-Adha
2024-07-17,Gujarat,1,0,Ashura
2024-08-15,Gujarat,1,0,Independence Day; Parsi New Year (Shahenshahi)
2024-08-26,Gujarat,1,0,Janmashtami (Vaishnava)
2024-09-16,Gujarat,1,0,Prophet's Birthday
2024-10-02,Gujarat,1,0,Mahatma Gandhi's Birthday
2024-10-12,Gujarat,1,0,Dussehra
2024-10-31,Gujarat,1,0,Diwali (Deepavali); Sardar Vallabhbhai Patel Jayanti
2024-11-15,Gujarat,1,0,Guru Nanak's Birthday
2024-12-25,Gujarat,1,0,Christmas
2025-01-14,Gujarat,0,1,Uttarayan
2025-01-26,Gujarat,1,0,Republic Day
2025-02-26,Gujarat,1,0,Maha Shivaratri
2025-03-14,Gujarat,1,0,Holi
2025-03-31,Gujarat,1,0,Eid al-Fitr
2025-04-10,Gujarat,1,0,Mahavira's Birthday
2025-04-14,Gujarat,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Gujarat,1,0,Good Friday
2025-05-01,Gujarat,0,1,Gujarat Day
2025-05-12,Gujarat,1,0,Buddha Purnima
2025-06-07,Gujarat,1,0,Eid al-Adha
2025-07-06,Gujarat,1,0,Ashura
2025-08-15,Gujarat,1,0,Independence Day; Parsi New Year (Shahenshahi)
2025-08-16,Gujarat,1,0,Janmashtami (Vaishnava)
2025-09-05,Gujarat,1,0,Prophet's Birthday
2025-10-02,Gujarat,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Gujarat,1,0,Diwali (Deepavali)
2025-10-31,Gujarat,0,1,Sardar Vallabhbhai Patel Jayanti
2025-11-05,Gujarat,1,0,Guru Nanak's Birthday
2025-12-25,Gujarat,1,0,Christmas
2026-01-14,Gujarat,0,1,Uttarayan
2026-01-26,Gujarat,1,0,Republic Day
2026-03-04,Gujarat,1,0,Holi
2026-03-21,Gujarat,1,0,Eid al-Fitr
2026-03-26,Gujarat,1,0,Ram Navami
2026-03-31,Gujarat,1,0,Mahavira's Birthday
2026-04-03,Gujarat,1,0,Good Friday
2024-04-11,Haryana,1,0,Eid al-Fitr
2024-04-14,Haryana,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Haryana,1,0,Ram Navami
2024-04-21,Haryana,1,0,Mahavira's Birthday
2024-05-23,Haryana,1,0,Buddha Purnima
2024-06-17,Haryana,1,0,Eid al-Adha
2024-07-17,Haryana,1,0,Ashura
2024-08-15,Haryana,1,0,Independence Day
2024-08-26,Haryana,1,0,Janmashtami (Vaishnava)
2024-09-16,Haryana,1,0,Prophet's Birthday
2024-10-02,Haryana,1,0,Mahatma Gandhi's Birthday
2024-10-12,Haryana,1,0,Dussehra
2024-10-31,Haryana,1,0,Diwali (Deepavali)
2024-11-01,Haryana,0,1,Haryana Foundation Day
2024-11-15,Haryana,1,0,Guru Nanak's Birthday
2024-12-25,Haryana,1,0,Christmas
2025-01-26,Haryana,1,0,Republic Day
2025-02-26,Haryana,1,0,Maha Shivaratri
2025-03-14,Haryana,1,0,Holi
2025-03-31,Haryana,1,0,Eid al-Fitr
2025-04-10,Haryana,1,0,Mahavira's Birthday
2025-04-14,Haryana,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Haryana,1,0,Good Friday
2025-05-12,Haryana,1,0,Buddha Purnima
2025-06-07,Haryana,1,0,Eid al-Adha
2025-07-06,Haryana,1,0,Ashura
2025-08-15,Haryana,1,0,Independence Day
2025-08-16,Haryana,1,0,Janmashtami (Vaishnava)
2025-09-05,Haryana,1,0,Prophet's Birthday
2025-10-02,Haryana,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Haryana,1,0,Diwali (Deepavali)
2025-11-01,Haryana,0,1,Haryana Foundation Day
2025-11-05,Haryana,1,0,Guru Nanak's Birthday
2025-12-25,Haryana,1,0,Christmas
2026-01-26,Haryana,1,0,Republic Day
2026-03-04,Haryana,1,0,Holi
2026-03-21,Haryana,1,0,Eid al-Fitr
2026-03-26,Haryana,1,0,Ram Navami
2026-03-31,Haryana,1,0,Mahavira's Birthday
2026-04-03,Haryana,1,0,Good Friday
2024-04-11,Himachal Pradesh,1,0,Eid al-Fitr
2024-04-14,Himachal Pradesh,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-15,Himachal Pradesh,0,1,Himachal Day
2024-04-17,Himachal Pradesh,1,0,Ram Navami
2024-04-21,Himachal Pradesh,1,0,Mahavira's Birthday
2024-05-23,Himachal Pradesh,1,0,Buddha Purnima
2024-06-17,Himachal Pradesh,1,0,Eid al-Adha
2024-07-17,Himachal Pradesh,1,0,Ashura
2024-08-15,Himachal Pradesh,1,0,Independence Day
2024-08-26,Himachal Pradesh,1,0,Janmashtami (Vaishnava)
2024-09-16,Himachal Pradesh,1,0,Prophet's Birthday
2024-10-02,Himachal Pradesh,1,0,Mahatma Gandhi's Birthday
2024-10-12,Himachal Pradesh,1,0,Dussehra
2024-10-31,Himachal Pradesh,1,0,Diwali (Deepavali)
2024-11-15,Himachal Pradesh,1,0,Guru Nanak's Birthday
2024-12-25,Himachal Pradesh,1,0,Christmas
2025-01-26,Himachal Pradesh,1,0,Republic Day
2025-02-26,Himachal Pradesh,1,0,Maha Shivaratri
2025-03-14,Himachal Pradesh,1,0,Holi
2025-03-31,Himachal Pradesh,1,0,Eid al-Fitr
2025-04-10,Himachal Pradesh,1,0,Mahavira's Birthday
2025-04-14,Himachal Pradesh,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-15,Himachal Pradesh,0,1,Himachal Day
2025-04-18,Himachal Pradesh,1,0,Good Friday
2025-05-12,Himachal Pradesh,1,0,Buddha Purnima
2025-06-07,Himachal Pradesh,1,0,Eid al-Adha
2025-07-06,Himachal Pradesh,1,0,Ashura
2025-08-15,Himachal Pradesh,1,0,Independence Day
2025-08-16,Himachal Pradesh,1,0,Janmashtami (Vaishnava)
2025-09-05,Himachal Pradesh,1,0,Prophet's Birthday
2025-10-02,Himachal Pradesh,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Himachal Pradesh,1,0,Diwali (Deepavali)
2025-11-05,Himachal Pradesh,1,0,Guru Nanak's Birthday
2025-12-25,Himachal Pradesh,1,0,Christmas
2026-01-26,Himachal Pradesh,1,0,Republic Day
2026-03-04,Himachal Pradesh,1,0,Holi
2026-03-21,Himachal Pradesh,1,0,Eid al-Fitr
2026-03-26,Himachal Pradesh,1,0,Ram Navami
2026-03-31,Himachal Pradesh,1,0,Mahavira's Birthday
2026-04-03,Himachal Pradesh,1,0,Good Friday
2024-04-11,Jammu and Kashmir,1,0,Eid al-Fitr
2024-04-14,Jammu and Kashmir,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Jammu and Kashmir,1,0,Ram Navami
2024-04-21,Jammu and Kashmir,1,0,Mahavira's Birthday
2024-05-23,Jammu and Kashmir,1,0,Buddha Purnima
2024-06-17,Jammu and Kashmir,1,0,Eid al-Adha
2024-07-17,Jammu and Kashmir,1,0,Ashura
2024-08-15,Jammu and Kashmir,1,0,Independence Day
2024-08-26,Jammu and Kashmir,1,0,Janmashtami (Vaishnava)
2024-09-16,Jammu and Kashmir,1,0,Prophet's Birthday
2024-10-02,Jammu and Kashmir,1,0,Mahatma Gandhi's Birthday
2024-10-12,Jammu and Kashmir,1,0,Dussehra
2024-10-31,Jammu and Kashmir,1,0,Diwali (Deepavali)
2024-11-15,Jammu and Kashmir,1,0,Guru Nanak's Birthday
2024-12-25,Jammu and Kashmir,1,0,Christmas
2025-01-26,Jammu and Kashmir,1,0,Republic Day
2025-02-26,Jammu and Kashmir,1,0,Maha Shivaratri
2025-03-14,Jammu and Kashmir,1,0,Holi
2025-03-31,Jammu and Kashmir,1,0,Eid al-Fitr
2025-04-10,Jammu and Kashmir,1,0,Mahavira's Birthday
2025-04-14,Jammu and Kashmir,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Jammu and Kashmir,1,0,Good Friday
2025-05-12,Jammu and Kashmir,1,0,Buddha Purnima
2025-06-07,Jammu and Kashmir,1,0,Eid al-Adha
2025-07-06,Jammu and Kashmir,1,0,Ashura
2025-08-15,Jammu and Kashmir,1,0,Independence Day
2025-08-16,Jammu and Kashmir,1,0,Janmashtami (Vaishnava)
2025-09-05,Jammu and Kashmir,1,0,Prophet's Birthday
2025-10-02,Jammu and Kashmir,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Jammu and Kashmir,1,0,Diwali (Deepavali)
2025-11-05,Jammu and Kashmir,1,0,Guru Nanak's Birthday
2025-12-25,Jammu and Kashmir,1,0,Christmas
2026-01-26,Jammu and Kashmir,1,0,Republic Day
2026-03-04,Jammu and Kashmir,1,0,Holi
2026-03-21,Jammu and Kashmir,1,0,Eid al-Fitr
2026-03-26,Jammu and Kashmir,1,0,Ram Navami
2026-03-31,Jammu and Kashmir,1,0,Mahavira's Birthday
2026-04-03,Jammu and Kashmir,1,0,Good Friday
2024-04-11,Jharkhand,1,0,Eid al-Fitr
2024-04-14,Jharkhand,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Jharkhand,1,0,Ram Navami
2024-04-21,Jharkhand,1,0,Mahavira's Birthday
2024-05-23,Jharkhand,1,0,Buddha Purnima
2024-06-17,Jharkhand,1,0,Eid al-Adha
2024-07-17,Jharkhand,1,0,Ashura
2024-08-15,Jharkhand,1,0,Independence Day
2024-08-26,Jharkhand,1,0,Janmashtami (Vaishnava)
2024-09-16,Jharkhand,1,0,Prophet's Birthday
2024-10-02,Jharkhand,1,0,Mahatma Gandhi's Birthday
2024-10-12,Jharkhand,1,0,Dussehra
2024-10-31,Jharkhand,1,0,Diwali (Deepavali)
