date,state,is_national_holiday,is_state_holiday,holiday_name
2026-03-21,Tripura,1,0,Eid al-Fitr
2026-03-26,Tripura,1,0,Ram Navami
2026-03-31,Tripura,1,0,Mahavira's Birthday
2026-04-03,Tripura,1,0,Good Friday
2024-04-11,Uttar Pradesh,1,0,Eid al-Fitr
2024-04-14,Uttar Pradesh,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Uttar Pradesh,1,0,Ram Navami
2024-04-21,Uttar Pradesh,1,0,Mahavira's Birthday
2024-05-23,Uttar Pradesh,1,0,Buddha Purnima
2024-06-17,Uttar Pradesh,1,0,Eid al-Adha
2024-07-17,Uttar Pradesh,1,0,Ashura
2024-08-15,Uttar Pradesh,1,0,Independence Day
2024-08-26,Uttar Pradesh,1,0,Janmashtami (Vaishnava)
2024-09-16,Uttar Pradesh,1,0,Prophet's Birthday
2024-10-02,Uttar Pradesh,1,0,Mahatma Gandhi's Birthday
2024-10-12,Uttar Pradesh,1,0,Dussehra
2024-10-31,Uttar Pradesh,1,0,Diwali (Deepavali)
2024-11-07,Uttar Pradesh,0,1,Chhath Puja
2024-11-15,Uttar Pradesh,1,0,Guru Nanak's Birthday
2024-12-25,Uttar Pradesh,1,0,Christmas
2025-01-24,Uttar Pradesh,0,1,UP Formation Day
2025-01-26,Uttar Pradesh,1,0,Republic Day
2025-02-26,Uttar Pradesh,1,0,Maha Shivaratri
2025-03-14,Uttar Pradesh,1,0,Holi
2025-03-31,Uttar Pradesh,1,0,Eid al-Fitr
2025-04-10,Uttar Pradesh,1,0,Mahavira's Birthday
2025-04-14,Uttar Pradesh,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Uttar Pradesh,1,0,Good Friday
2025-05-12,Uttar Pradesh,1,0,Buddha Purnima
2025-06-07,Uttar Pradesh,1,0,Eid al-Adha
2025-07-06,Uttar Pradesh,1,0,Ashura
2025-08-15,Uttar Pradesh,1,0,Independence Day
2025-08-16,Uttar Pradesh,1,0,Janmashtami (Vaishnava)
2025-09-05,Uttar Pradesh,1,0,Prophet's Birthday
2025-10-02,Uttar Pradesh,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Uttar Pradesh,1,0,Diwali (Deepavali)
2025-10-28,Uttar Pradesh,0,1,Chhath Puja
2025-11-05,Uttar Pradesh,1,0,Guru Nanak's Birthday
2025-12-25,Uttar Pradesh,1,0,Christmas
2026-01-24,Uttar Pradesh,0,1,UP Formation Day
2026-01-26,Uttar Pradesh,1,0,Republic Day
2026-03-04,Uttar Pradesh,1,0,Holi
2026-03-21,Uttar Pradesh,1,0,Eid al-Fitr
2026-03-26,Uttar Pradesh,1,0,Ram Navami
2026-03-31,Uttar Pradesh,1,0,Mahavira's Birthday
2026-04-03,Uttar Pradesh,1,0,Good Friday
2024-04-11,Uttarakhand,1,0,Eid al-Fitr
2024-04-14,Uttarakhand,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-17,Uttarakhand,1,0,Ram Navami
2024-04-21,Uttarakhand,1,0,Mahavira's Birthday
2024-05-23,Uttarakhand,1,0,Buddha Purnima
2024-06-17,Uttarakhand,1,0,Eid al-Adha
2024-07-17,Uttarakhand,1,0,Ashura
2024-08-15,Uttarakhand,1,0,Independence Day
2024-08-26,Uttarakhand,1,0,Janmashtami (Vaishnava)
2024-09-16,Uttarakhand,1,0,Prophet's Birthday
2024-10-02,Uttarakhand,1,0,Mahatma Gandhi's Birthday
2024-10-12,Uttarakhand,1,0,Dussehra
2024-10-31,Uttarakhand,1,0,Diwali (Deepavali)
2024-11-15,Uttarakhand,1,0,Guru Nanak's Birthday
2024-12-25,Uttarakhand,1,0,Christmas
2025-01-26,Uttarakhand,1,0,Republic Day
2025-02-26,Uttarakhand,1,0,Maha Shivaratri
2025-03-14,Uttarakhand,1,0,Holi
2025-03-31,Uttarakhand,1,0,Eid al-Fitr
2025-04-10,Uttarakhand,1,0,Mahavira's Birthday
2025-04-14,Uttarakhand,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-18,Uttarakhand,1,0,Good Friday
2025-05-12,Uttarakhand,1,0,Buddha Purnima
2025-06-07,Uttarakhand,1,0,Eid al-Adha
2025-07-06,Uttarakhand,1,0,Ashura
2025-08-15,Uttarakhand,1,0,Independence Day
2025-08-16,Uttarakhand,1,0,Janmashtami (Vaishnava)
2025-09-05,Uttarakhand,1,0,Prophet's Birthday
2025-10-02,Uttarakhand,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,Uttarakhand,1,0,Diwali (Deepavali)
2025-11-05,Uttarakhand,1,0,Guru Nanak's Birthday
2025-12-25,Uttarakhand,1,0,Christmas
2026-01-26,Uttarakhand,1,0,Republic Day
2026-03-04,Uttarakhand,1,0,Holi
2026-03-21,Uttarakhand,1,0,Eid al-Fitr
2026-03-26,Uttarakhand,1,0,Ram Navami
2026-03-31,Uttarakhand,1,0,Mahavira's Birthday
2026-04-03,Uttarakhand,1,0,Good Friday
2024-04-11,West Bengal,1,0,Eid al-Fitr
2024-04-14,West Bengal,1,0,Dr. B. R. Ambedkar's Birthday
2024-04-15,West Bengal,0,1,Pohela Boishakh
2024-04-17,West Bengal,1,0,Ram Navami
2024-04-21,West Bengal,1,0,Mahavira's Birthday
2024-05-09,West Bengal,0,1,Rabindra Jayanti
2024-05-23,West Bengal,1,0,Buddha Purnima
2024-06-17,West Bengal,1,0,Eid al-Adha
2024-07-17,West Bengal,1,0,Ashura
2024-08-15,West Bengal,1,0,Independence Day
2024-08-26,West Bengal,1,0,Janmashtami (Vaishnava)
2024-09-16,West Bengal,1,0,Prophet's Birthday
2024-10-02,West Bengal,1,0,Mahatma Gandhi's Birthday
2024-10-12,West Bengal,1,0,Dussehra
2024-10-31,West Bengal,1,0,Diwali (Deepavali)
2024-11-15,West Bengal,1,0,Guru Nanak's Birthday
2024-12-25,West Bengal,1,0,Christmas
2025-01-26,West Bengal,1,0,Republic Day
2025-02-26,West Bengal,1,0,Maha Shivaratri
2025-03-14,West Bengal,1,0,Holi
2025-03-31,West Bengal,1,0,Eid al-Fitr
2025-04-10,West Bengal,1,0,Mahavira's Birthday
2025-04-14,West Bengal,1,0,Dr. B. R. Ambedkar's Birthday
2025-04-15,West Bengal,0,1,Pohela Boishakh
2025-04-18,West Bengal,1,0,Good Friday
2025-05-09,West Bengal,0,1,Rabindra Jayanti
2025-05-12,West Bengal,1,0,Buddha Purnima
2025-06-07,West Bengal,1,0,Eid al-Adha
2025-07-06,West Bengal,1,0,Ashura
2025-08-15,West Bengal,1,0,Independence Day
2025-08-16,West Bengal,1,0,Janmashtami (Vaishnava)
2025-09-05,West Bengal,1,0,Prophet's Birthday
2025-10-02,West Bengal,1,0,Dussehra; Mahatma Gandhi's Birthday
2025-10-20,West Bengal,1,0,Diwali (Deepavali)
2025-11-05,West Bengal,1,0,Guru Nanak's Birthday
2025-12-25,West Bengal,1,0,Christmas
2026-01-26,West Bengal,1,0,Republic Day
2026-03-04,West Bengal,1,0,Holi
2026-03-21,West Bengal,1,0,Eid al-Fitr
2026-03-26,West Bengal,1,0,Ram Navami
2026-03-31,West Bengal,1,0,Mahavira's Birthday
2026-04-03,West Bengal,1,0,Good Friday
