date,state,energy_mu,week_start,week_end,source_file
2026-02-26,Gujarat,474.9,2026-02-23,2026-03-01,Weekly 230226 to 010326_845.pdf
2026-02-27,Gujarat,468.9,2026-02-23,2026-03-01,Weekly 230226 to 010326_845.pdf
2026-02-28,Gujarat,466.3,2026-02-23,2026-03-01,Weekly 230226 to 010326_845.pdf
2026-03-01,Gujarat,454.2,2026-02-23,2026-03-01,Weekly 230226 to 010326_845.pdf
2026-03-02,Gujarat,455.1,2026-03-02,2026-03-08,Weekly 020326 to 080326_253.pdf
2026-03-03,Gujarat,441.9,2026-03-02,2026-03-08,Weekly 020326 to 080326_253.pdf
2026-03-04,Gujarat,345.1,2026-03-02,2026-03-08,Weekly 020326 to 080326_253.pdf
2026-03-05,Gujarat,396.2,2026-03-02,2026-03-08,Weekly 020326 to 080326_253.pdf
2026-03-06,Gujarat,451.1,2026-03-02,2026-03-08,Weekly 020326 to 080326_253.pdf
2026-03-07,Gujarat,462.2,2026-03-02,2026-03-08,Weekly 020326 to 080326_253.pdf
2026-03-08,Gujarat,441.6,2026-03-02,2026-03-08,Weekly 020326 to 080326_253.pdf
2026-03-09,Gujarat,468.0,2026-03-09,2026-03-15,Weekly 090326 to 150326_134.pdf
2026-03-10,Gujarat,479.8,2026-03-09,2026-03-15,Weekly 090326 to 150326_134.pdf
2026-03-11,Gujarat,476.3,2026-03-09,2026-03-15,Weekly 090326 to 150326_134.pdf
2026-03-12,Gujarat,487.2,2026-03-09,2026-03-15,Weekly 090326 to 150326_134.pdf
2026-03-13,Gujarat,488.3,2026-03-09,2026-03-15,Weekly 090326 to 150326_134.pdf
2026-03-14,Gujarat,480.9,2026-03-09,2026-03-15,Weekly 090326 to 150326_134.pdf
2026-03-15,Gujarat,456.4,2026-03-09,2026-03-15,Weekly 090326 to 150326_134.pdf
2026-03-16,Gujarat,469.5,2026-03-16,2026-03-22,Weekly 160326 to 220326_865.pdf
2026-03-17,Gujarat,470.6,2026-03-16,2026-03-22,Weekly 160326 to 220326_865.pdf
2026-03-18,Gujarat,463.0,2026-03-16,2026-03-22,Weekly 160326 to 220326_865.pdf
2026-03-19,Gujarat,399.2,2026-03-16,2026-03-22,Weekly 160326 to 220326_865.pdf
2026-03-20,Gujarat,372.6,2026-03-16,2026-03-22,Weekly 160326 to 220326_865.pdf
2026-03-21,Gujarat,410.7,2026-03-16,2026-03-22,Weekly 160326 to 220326_865.pdf
2026-03-22,Gujarat,406.2,2026-03-16,2026-03-22,Weekly 160326 to 220326_865.pdf
2026-03-23,Gujarat,445.4,2026-03-23,2026-03-29,Weekly 230326 to 290326_729.pdf
2026-03-24,Gujarat,465.2,2026-03-23,2026-03-29,Weekly 230326 to 290326_729.pdf
2026-03-25,Gujarat,460.1,2026-03-23,2026-03-29,Weekly 230326 to 290326_729.pdf
2026-03-26,Gujarat,463.1,2026-03-23,2026-03-29,Weekly 230326 to 290326_729.pdf
2026-03-27,Gujarat,467.5,2026-03-23,2026-03-29,Weekly 230326 to 290326_729.pdf
2026-03-28,Gujarat,468.7,2026-03-23,2026-03-29,Weekly 230326 to 290326_729.pdf
2026-03-29,Gujarat,448.5,2026-03-23,2026-03-29,Weekly 230326 to 290326_729.pdf
2026-03-30,Gujarat,471.1,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-03-31,Gujarat,473.6,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-01,Gujarat,449.0,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-02,Gujarat,450.2,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-03,Gujarat,450.0,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-04,Gujarat,447.1,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2026-04-05,Gujarat,426.5,2026-03-30,2026-04-05,Weekly 300326 to 050426_544.pdf
2024-04-01,Haryana,134.3,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-02,Haryana,139.5,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-03,Haryana,146.0,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-04,Haryana,150.5,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-05,Haryana,152.9,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-06,Haryana,150.3,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-07,Haryana,132.2,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-08,Haryana,147.9,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-09,Haryana,154.9,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-10,Haryana,156.5,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-11,Haryana,153.5,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-12,Haryana,158.1,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-13,Haryana,150.4,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-14,Haryana,131.8,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-15,Haryana,150.0,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-16,Haryana,156.8,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-17,Haryana,155.1,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-18,Haryana,160.7,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-19,Haryana,166.7,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-20,Haryana,164.9,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-21,Haryana,148.9,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-22,Haryana,161.4,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-23,Haryana,159.7,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-24,Haryana,164.0,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-25,Haryana,171.4,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-26,Haryana,173.6,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-27,Haryana,172.2,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-28,Haryana,161.1,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-29,Haryana,173.5,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-04-30,Haryana,172.6,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-01,Haryana,171.2,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-02,Haryana,173.5,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-03,Haryana,180.5,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-04,Haryana,187.6,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-05,Haryana,179.7,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-06,Haryana,200.8,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-07,Haryana,213.3,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-08,Haryana,218.3,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-09,Haryana,216.7,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-10,Haryana,200.2,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-11,Haryana,163.6,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-12,Haryana,189.8,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-13,Haryana,205.2,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-14,Haryana,212.4,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-15,Haryana,216.4,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-16,Haryana,223.0,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-17,Haryana,228.2,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-18,Haryana,234.5,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-19,Haryana,220.8,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-20,Haryana,237.5,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-21,Haryana,248.3,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-22,Haryana,252.0,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-23,Haryana,252.2,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-24,Haryana,259.1,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-25,Haryana,238.1,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-26,Haryana,232.0,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-27,Haryana,253.2,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-28,Haryana,254.8,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-29,Haryana,257.2,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-30,Haryana,259.3,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-31,Haryana,259.6,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-01,Haryana,239.1,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-02,Haryana,225.8,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-03,Haryana,248.9,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-04,Haryana,252.0,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-05,Haryana,248.7,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-06,Haryana,216.5,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-07,Haryana,233.4,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-08,Haryana,247.7,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-09,Haryana,229.4,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-10,Haryana,252.8,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-11,Haryana,263.2,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-12,Haryana,268.4,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-13,Haryana,273.4,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-14,Haryana,271.9,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-15,Haryana,272.9,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-16,Haryana,268.0,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-17,Haryana,283.0,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-18,Haryana,288.0,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-19,Haryana,293.4,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-20,Haryana,259.6,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-21,Haryana,265.7,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-22,Haryana,268.5,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-23,Haryana,260.8,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-24,Haryana,269.2,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-25,Haryana,273.4,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-26,Haryana,277.9,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-27,Haryana,268.4,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-28,Haryana,254.2,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-29,Haryana,263.1,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-30,Haryana,254.4,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-07-01,Haryana,255.6,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-02,Haryana,264.9,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-03,Haryana,255.2,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-04,Haryana,228.5,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-05,Haryana,246.6,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-06,Haryana,244.2,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-07,Haryana,221.3,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-08,Haryana,236.8,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-09,Haryana,255.6,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-10,Haryana,271.1,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-11,Haryana,288.1,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-12,Haryana,275.5,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-13,Haryana,268.1,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-14,Haryana,264.0,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-15,Haryana,279.3,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-16,Haryana,289.0,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-17,Haryana,275.5,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-18,Haryana,276.2,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-19,Haryana,279.3,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-20,Haryana,287.7,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-21,Haryana,289.0,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-22,Haryana,281.1,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-23,Haryana,283.9,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-24,Haryana,277.6,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-25,Haryana,281.5,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-26,Haryana,279.7,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-27,Haryana,273.9,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-28,Haryana,266.4,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-29,Haryana,283.2,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-07-30,Haryana,293.4,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-07-31,Haryana,287.1,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-01,Haryana,214.3,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-02,Haryana,241.0,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-03,Haryana,249.1,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-04,Haryana,238.5,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-05,Haryana,252.5,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-06,Haryana,267.4,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-07,Haryana,254.9,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-08,Haryana,242.3,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-09,Haryana,253.5,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-10,Haryana,248.7,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-11,Haryana,207.8,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-12,Haryana,211.1,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-13,Haryana,225.6,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-14,Haryana,240.3,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-15,Haryana,210.0,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-16,Haryana,222.7,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-17,Haryana,232.4,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-18,Haryana,227.2,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-19,Haryana,218.0,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-20,Haryana,220.0,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-21,Haryana,237.5,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-22,Haryana,245.8,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-23,Haryana,237.3,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-24,Haryana,241.9,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-25,Haryana,236.5,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-26,Haryana,232.8,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-27,Haryana,225.6,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-28,Haryana,232.4,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-29,Haryana,200.7,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-30,Haryana,215.0,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-31,Haryana,230.0,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-09-01,Haryana,232.6,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-09-02,Haryana,242.7,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-03,Haryana,231.4,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-04,Haryana,196.4,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-05,Haryana,203.1,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-06,Haryana,207.0,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-07,Haryana,194.6,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-08,Haryana,174.9,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-09,Haryana,208.1,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-10,Haryana,214.3,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-11,Haryana,216.4,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-12,Haryana,207.5,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-13,Haryana,180.8,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-14,Haryana,185.3,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-15,Haryana,183.3,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-16,Haryana,204.5,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-17,Haryana,217.7,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-18,Haryana,209.7,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-19,Haryana,199.7,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-20,Haryana,214.2,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-21,Haryana,229.1,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-22,Haryana,223.7,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-23,Haryana,245.8,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-24,Haryana,258.4,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-25,Haryana,255.7,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-26,Haryana,236.2,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-27,Haryana,232.0,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-28,Haryana,219.6,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-29,Haryana,206.4,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-30,Haryana,226.1,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-01,Haryana,231.9,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-02,Haryana,209.3,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-03,Haryana,227.8,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-04,Haryana,235.2,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-05,Haryana,209.2,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-06,Haryana,196.5,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-07,Haryana,215.8,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-08,Haryana,219.5,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-09,Haryana,214.2,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-10,Haryana,209.7,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-11,Haryana,204.9,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-12,Haryana,179.4,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-13,Haryana,174.2,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-14,Haryana,195.2,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-15,Haryana,197.9,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-16,Haryana,199.7,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-17,Haryana,201.4,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-18,Haryana,205.9,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-19,Haryana,205.2,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-20,Haryana,189.3,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-21,Haryana,199.2,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-22,Haryana,200.9,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-23,Haryana,198.5,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-24,Haryana,195.0,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-25,Haryana,191.6,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-26,Haryana,185.7,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-27,Haryana,174.8,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-28,Haryana,186.0,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-29,Haryana,187.2,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-30,Haryana,178.2,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-31,Haryana,143.1,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-01,Haryana,125.6,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-02,Haryana,125.2,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-03,Haryana,128.7,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-04,Haryana,148.5,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-05,Haryana,152.5,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-06,Haryana,154.8,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-07,Haryana,152.5,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-08,Haryana,153.6,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-09,Haryana,155.3,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-10,Haryana,140.0,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-11,Haryana,153.3,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-12,Haryana,156.0,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-13,Haryana,149.2,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-14,Haryana,146.8,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-15,Haryana,146.7,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-16,Haryana,144.1,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-17,Haryana,131.1,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-18,Haryana,138.3,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-19,Haryana,142.4,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-20,Haryana,144.3,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-21,Haryana,142.3,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-22,Haryana,146.1,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-23,Haryana,143.7,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-24,Haryana,131.8,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-25,Haryana,143.1,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-26,Haryana,147.4,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-27,Haryana,149.6,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-28,Haryana,151.3,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-29,Haryana,150.1,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-30,Haryana,148.8,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-12-01,Haryana,132.1,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-12-02,Haryana,147.7,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-03,Haryana,152.1,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-04,Haryana,153.1,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-05,Haryana,154.1,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-06,Haryana,154.4,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-07,Haryana,152.6,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-08,Haryana,135.2,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-09,Haryana,147.6,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-10,Haryana,157.7,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-11,Haryana,158.8,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
