date,state,energy_mu,week_start,week_end,source_file
2024-04-01,Andhra Pradesh,239.6,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-02,Andhra Pradesh,243.2,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-03,Andhra Pradesh,244.3,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-04,Andhra Pradesh,244.9,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-05,Andhra Pradesh,247.9,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-06,Andhra Pradesh,247.7,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-07,Andhra Pradesh,244.7,2024-04-01,2024-04-07,Weekly 010424 to 070424.pdf
2024-04-08,Andhra Pradesh,236.8,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-09,Andhra Pradesh,235.9,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-10,Andhra Pradesh,234.4,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-11,Andhra Pradesh,237.7,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-12,Andhra Pradesh,239.1,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-13,Andhra Pradesh,235.4,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-14,Andhra Pradesh,236.2,2024-04-08,2024-04-14,Weekly 080424 to 140424.pdf
2024-04-15,Andhra Pradesh,240.2,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-16,Andhra Pradesh,244.1,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-17,Andhra Pradesh,250.2,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-18,Andhra Pradesh,252.6,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-19,Andhra Pradesh,253.6,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-20,Andhra Pradesh,249.9,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-21,Andhra Pradesh,244.9,2024-04-15,2024-04-21,Weekly 150424 to 210424.pdf
2024-04-22,Andhra Pradesh,246.0,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-23,Andhra Pradesh,245.8,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-24,Andhra Pradesh,246.1,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-25,Andhra Pradesh,249.8,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-26,Andhra Pradesh,252.1,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-27,Andhra Pradesh,250.8,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-28,Andhra Pradesh,246.3,2024-04-22,2024-04-28,Weekly 220424 to 280424.pdf
2024-04-29,Andhra Pradesh,251.8,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-04-30,Andhra Pradesh,255.5,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-01,Andhra Pradesh,250.6,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-02,Andhra Pradesh,256.6,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-03,Andhra Pradesh,258.7,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-04,Andhra Pradesh,259.2,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-05,Andhra Pradesh,253.6,2024-04-29,2024-05-05,Weekly 290424 to 050524.pdf
2024-05-06,Andhra Pradesh,255.8,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-07,Andhra Pradesh,215.3,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-08,Andhra Pradesh,194.9,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-09,Andhra Pradesh,214.9,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-10,Andhra Pradesh,217.2,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-11,Andhra Pradesh,224.2,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-12,Andhra Pradesh,224.5,2024-05-06,2024-05-12,Weekly 060524 to 120524.pdf
2024-05-13,Andhra Pradesh,196.7,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-14,Andhra Pradesh,217.8,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-15,Andhra Pradesh,226.3,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-16,Andhra Pradesh,221.3,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-17,Andhra Pradesh,211.0,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-18,Andhra Pradesh,210.4,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-19,Andhra Pradesh,204.5,2024-05-13,2024-05-19,Weekly 130524 to 190524.pdf
2024-05-20,Andhra Pradesh,209.5,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-21,Andhra Pradesh,215.2,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-22,Andhra Pradesh,221.1,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-23,Andhra Pradesh,228.9,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-24,Andhra Pradesh,227.3,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-25,Andhra Pradesh,214.9,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-26,Andhra Pradesh,212.4,2024-05-20,2024-05-26,Weekly 200524 to 260524.pdf
2024-05-27,Andhra Pradesh,224.4,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-28,Andhra Pradesh,237.0,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-29,Andhra Pradesh,246.8,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-30,Andhra Pradesh,258.3,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-05-31,Andhra Pradesh,262.4,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-01,Andhra Pradesh,243.1,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-02,Andhra Pradesh,221.6,2024-05-27,2024-06-02,Weekly 270524 to 020624.pdf
2024-06-03,Andhra Pradesh,205.2,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-04,Andhra Pradesh,221.0,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-05,Andhra Pradesh,207.9,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-06,Andhra Pradesh,195.4,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-07,Andhra Pradesh,199.9,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-08,Andhra Pradesh,191.2,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-09,Andhra Pradesh,193.0,2024-06-03,2024-06-09,Weekly 030624 to 090624.pdf
2024-06-10,Andhra Pradesh,201.3,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-11,Andhra Pradesh,208.6,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-12,Andhra Pradesh,209.7,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-13,Andhra Pradesh,208.4,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-14,Andhra Pradesh,205.5,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-15,Andhra Pradesh,211.6,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-16,Andhra Pradesh,214.4,2024-06-10,2024-06-16,Weekly 100624 to 160624.pdf
2024-06-17,Andhra Pradesh,220.5,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-18,Andhra Pradesh,222.0,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-19,Andhra Pradesh,213.4,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-20,Andhra Pradesh,217.2,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-21,Andhra Pradesh,222.8,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-22,Andhra Pradesh,215.9,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-23,Andhra Pradesh,207.0,2024-06-17,2024-06-23,Weekly 170624 to 230624.pdf
2024-06-24,Andhra Pradesh,214.5,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-25,Andhra Pradesh,222.5,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-26,Andhra Pradesh,219.1,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-27,Andhra Pradesh,209.0,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-28,Andhra Pradesh,215.3,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-29,Andhra Pradesh,213.6,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-06-30,Andhra Pradesh,199.0,2024-06-24,2024-06-30,Weekly 240624 to 300624.pdf
2024-07-01,Andhra Pradesh,195.3,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-02,Andhra Pradesh,202.4,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-03,Andhra Pradesh,213.4,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-04,Andhra Pradesh,222.2,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-05,Andhra Pradesh,216.9,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-06,Andhra Pradesh,207.1,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-07,Andhra Pradesh,203.9,2024-07-01,2024-07-07,Weekly 010724 to 070724.pdf
2024-07-08,Andhra Pradesh,210.8,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-09,Andhra Pradesh,208.5,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-10,Andhra Pradesh,216.2,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-11,Andhra Pradesh,218.1,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-12,Andhra Pradesh,219.6,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-13,Andhra Pradesh,200.0,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-14,Andhra Pradesh,192.3,2024-07-08,2024-07-14,Weekly 080724 to 140724.pdf
2024-07-15,Andhra Pradesh,191.4,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-16,Andhra Pradesh,195.6,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-17,Andhra Pradesh,202.1,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-18,Andhra Pradesh,199.3,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-19,Andhra Pradesh,187.8,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-20,Andhra Pradesh,182.0,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-21,Andhra Pradesh,195.6,2024-07-15,2024-07-21,Weekly 150724 to 210724.pdf
2024-07-22,Andhra Pradesh,188.3,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-23,Andhra Pradesh,198.0,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-24,Andhra Pradesh,204.8,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-25,Andhra Pradesh,205.3,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-26,Andhra Pradesh,207.5,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-27,Andhra Pradesh,204.6,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-28,Andhra Pradesh,209.3,2024-07-22,2024-07-28,Weekly 220724 to 280724.pdf
2024-07-29,Andhra Pradesh,219.1,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-07-30,Andhra Pradesh,222.9,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-07-31,Andhra Pradesh,225.9,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-01,Andhra Pradesh,225.3,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-02,Andhra Pradesh,221.6,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-03,Andhra Pradesh,220.7,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-04,Andhra Pradesh,222.2,2024-07-29,2024-08-04,Weekly 290724 to 040824.pdf
2024-08-05,Andhra Pradesh,234.7,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-06,Andhra Pradesh,220.9,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-07,Andhra Pradesh,197.5,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-08,Andhra Pradesh,200.8,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-09,Andhra Pradesh,210.1,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-10,Andhra Pradesh,213.1,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-11,Andhra Pradesh,218.0,2024-08-05,2024-08-11,Weekly 050824 to 110824.pdf
2024-08-12,Andhra Pradesh,224.3,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-13,Andhra Pradesh,226.2,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-14,Andhra Pradesh,228.9,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-15,Andhra Pradesh,230.9,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-16,Andhra Pradesh,235.4,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-17,Andhra Pradesh,227.9,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-18,Andhra Pradesh,228.2,2024-08-12,2024-08-18,Weekly 120824 to 180824.pdf
2024-08-19,Andhra Pradesh,231.2,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-20,Andhra Pradesh,225.6,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-21,Andhra Pradesh,227.2,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-22,Andhra Pradesh,218.0,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-23,Andhra Pradesh,219.1,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-24,Andhra Pradesh,213.6,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-25,Andhra Pradesh,214.5,2024-08-19,2024-08-25,Weekly 190824 to 250824.pdf
2024-08-26,Andhra Pradesh,223.2,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-27,Andhra Pradesh,235.1,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-28,Andhra Pradesh,227.8,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-29,Andhra Pradesh,228.0,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-30,Andhra Pradesh,212.9,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-08-31,Andhra Pradesh,181.9,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-09-01,Andhra Pradesh,172.1,2024-08-26,2024-09-01,Weekly 260824 to 010924.pdf
2024-09-02,Andhra Pradesh,186.4,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-03,Andhra Pradesh,189.9,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-04,Andhra Pradesh,194.1,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-05,Andhra Pradesh,197.6,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-06,Andhra Pradesh,201.6,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-07,Andhra Pradesh,195.4,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-08,Andhra Pradesh,185.7,2024-09-02,2024-09-08,Weekly 020924 to 080924.pdf
2024-09-09,Andhra Pradesh,191.1,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-10,Andhra Pradesh,201.9,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-11,Andhra Pradesh,215.4,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-12,Andhra Pradesh,226.7,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-13,Andhra Pradesh,230.7,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-14,Andhra Pradesh,230.3,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-15,Andhra Pradesh,230.9,2024-09-09,2024-09-15,Weekly 090924 to 150924.pdf
2024-09-16,Andhra Pradesh,238.4,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-17,Andhra Pradesh,242.6,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-18,Andhra Pradesh,245.0,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-19,Andhra Pradesh,246.1,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-20,Andhra Pradesh,242.6,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-21,Andhra Pradesh,231.9,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-22,Andhra Pradesh,225.8,2024-09-16,2024-09-22,Weekly 160924 to 220924.pdf
2024-09-23,Andhra Pradesh,223.9,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-24,Andhra Pradesh,217.3,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-25,Andhra Pradesh,204.9,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-26,Andhra Pradesh,205.6,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-27,Andhra Pradesh,208.6,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-28,Andhra Pradesh,212.9,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-29,Andhra Pradesh,212.7,2024-09-23,2024-09-29,Weekly 230924 to 290924.pdf
2024-09-30,Andhra Pradesh,224.0,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-01,Andhra Pradesh,231.2,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-02,Andhra Pradesh,227.8,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-03,Andhra Pradesh,223.1,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-04,Andhra Pradesh,222.4,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-05,Andhra Pradesh,222.7,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-06,Andhra Pradesh,216.9,2024-09-30,2024-10-06,Weekly 300924 to 061024.pdf
2024-10-07,Andhra Pradesh,217.6,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-08,Andhra Pradesh,220.7,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-09,Andhra Pradesh,218.5,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-10,Andhra Pradesh,211.8,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-11,Andhra Pradesh,208.3,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-12,Andhra Pradesh,198.1,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-13,Andhra Pradesh,198.2,2024-10-07,2024-10-13,Weekly 071024 to 131024.pdf
2024-10-14,Andhra Pradesh,192.7,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-15,Andhra Pradesh,187.1,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-16,Andhra Pradesh,180.7,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-17,Andhra Pradesh,184.0,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-18,Andhra Pradesh,189.6,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-19,Andhra Pradesh,187.1,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-20,Andhra Pradesh,184.5,2024-10-14,2024-10-20,Weekly 141024 to 201024.pdf
2024-10-21,Andhra Pradesh,191.8,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-22,Andhra Pradesh,194.1,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-23,Andhra Pradesh,196.2,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-24,Andhra Pradesh,197.5,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-25,Andhra Pradesh,202.8,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-26,Andhra Pradesh,207.9,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-27,Andhra Pradesh,209.2,2024-10-21,2024-10-27,Weekly 211024 to 271024.pdf
2024-10-28,Andhra Pradesh,215.2,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-29,Andhra Pradesh,220.4,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-30,Andhra Pradesh,218.4,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-10-31,Andhra Pradesh,205.5,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-01,Andhra Pradesh,205.7,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-02,Andhra Pradesh,214.5,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-03,Andhra Pradesh,211.6,2024-10-28,2024-11-03,Weekly 281024 to 031124.pdf
2024-11-04,Andhra Pradesh,213.1,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-05,Andhra Pradesh,213.0,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-06,Andhra Pradesh,216.3,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-07,Andhra Pradesh,219.8,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-08,Andhra Pradesh,218.3,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-09,Andhra Pradesh,217.8,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-10,Andhra Pradesh,216.6,2024-11-04,2024-11-10,Weekly 041124 to 101124.pdf
2024-11-11,Andhra Pradesh,219.0,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-12,Andhra Pradesh,212.2,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-13,Andhra Pradesh,206.5,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-14,Andhra Pradesh,206.2,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-15,Andhra Pradesh,200.7,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-16,Andhra Pradesh,200.5,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-17,Andhra Pradesh,198.0,2024-11-11,2024-11-17,Weekly 111124 to 171124.pdf
2024-11-18,Andhra Pradesh,200.6,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-19,Andhra Pradesh,200.3,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-20,Andhra Pradesh,201.2,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-21,Andhra Pradesh,201.0,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-22,Andhra Pradesh,200.3,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-23,Andhra Pradesh,203.1,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-24,Andhra Pradesh,199.7,2024-11-18,2024-11-24,Weekly 181124 to 241124.pdf
2024-11-25,Andhra Pradesh,201.0,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-26,Andhra Pradesh,196.3,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-27,Andhra Pradesh,192.8,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-28,Andhra Pradesh,197.5,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-29,Andhra Pradesh,197.8,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-11-30,Andhra Pradesh,184.8,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-12-01,Andhra Pradesh,174.0,2024-11-25,2024-12-01,Weekly 251124 to 011224.pdf
2024-12-02,Andhra Pradesh,179.2,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-03,Andhra Pradesh,178.6,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-04,Andhra Pradesh,183.0,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-05,Andhra Pradesh,185.3,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-06,Andhra Pradesh,190.8,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-07,Andhra Pradesh,196.4,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-08,Andhra Pradesh,192.6,2024-12-02,2024-12-08,Weekly 021224 to 081224.pdf
2024-12-09,Andhra Pradesh,198.7,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-10,Andhra Pradesh,204.3,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-11,Andhra Pradesh,203.7,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-12,Andhra Pradesh,197.5,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-13,Andhra Pradesh,194.2,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-14,Andhra Pradesh,190.7,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-15,Andhra Pradesh,189.3,2024-12-09,2024-12-15,Weekly 091224 to 151224.pdf
2024-12-16,Andhra Pradesh,191.8,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-17,Andhra Pradesh,194.7,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-18,Andhra Pradesh,192.2,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-19,Andhra Pradesh,193.0,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-20,Andhra Pradesh,194.8,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-21,Andhra Pradesh,194.3,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-22,Andhra Pradesh,192.2,2024-12-16,2024-12-22,Weekly 161224 to 221224.pdf
2024-12-30,Andhra Pradesh,195.8,2024-12-30,2025-01-05,Weekly 301224 to 050125.pdf
2024-12-31,Andhra Pradesh,201.8,2024-12-30,2025-01-05,Weekly 301224 to 050125.pdf
